,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,0,0,T.Rozier o21.5 Pts,SBK5065,-114,0.57,1.0699999999999998,0.0,Charlotte Hornets,T.Rozier,Minnesota Timberwolves,1,0.4999999999999999
1,1,1,R.Gobert o12.5 Rebs,JoeDellera,-136,0.4,0.6941176470588236,-7.5137,Minnesota Timberwolves,R.Gobert,Charlotte Hornets,0,0.2941176470588236
2,2,2,D.Melton o2.5 3pt M,PropBomb,-129,1.29,2.29,0.0,Philadelphia 76ers,D.Melton,Orlando Magic,0,1.0
3,3,3,D.Melton o16.5 Pts,JoeMetz,-125,1.25,2.25,-11.9655,Philadelphia 76ers,D.Melton,Orlando Magic,0,1.0
4,4,4,A.Simons o32.5 Pts+Rebs+Ast,JoeDellera,-122,0.5,0.9098360655737704,-7.5137,Portland Trail Blazers,A.Simons,New York Knicks,0,0.4098360655737704
5,5,5,A.Simons o4.5 3pt M,JoeDellera,126,0.4,0.904,-7.5137,Portland Trail Blazers,A.Simons,New York Knicks,0,0.504
6,6,6,N.Vucevic o11.5 Rebs,SBK5065,-104,0.52,1.02,0.0,Chicago Bulls,N.Vucevic,Oklahoma City Thunder,0,0.5
7,7,7,D.Sabonis o5.5 Ast,JoeDellera,105,0.4,0.82,0.0,Sacramento Kings,D.Sabonis,Boston Celtics,0,0.41999999999999993
8,8,8,D.Fox o23.5 Pts,PropBetGuy,-125,1.25,2.25,-15.8957,Sacramento Kings,D.Fox,Boston Celtics,0,1.0
9,9,9,B.Ingram o5.5 Ast,PropBomb,-120,1.2,2.2,0.0,New Orleans Pelicans,B.Ingram,Memphis Grizzlies,0,1.0000000000000002
10,10,10,J.Jackson o2.5 Stl+Blk,JoeDellera,-165,0.5,0.803030303030303,-7.5137,Memphis Grizzlies,J.Jackson,New Orleans Pelicans,1,0.303030303030303
11,11,11,T.Haliburton o3.5 Rebs,JoeDellera,-150,0.25,0.4166666666666666,-7.5137,Indiana Pacers,T.Haliburton,Brooklyn Nets,1,0.16666666666666657
12,12,12,T.Haliburton o34.5 Pts+Rebs+Ast,JoeDellera,-105,0.5,0.9761904761904762,-7.5137,Indiana Pacers,T.Haliburton,Brooklyn Nets,1,0.47619047619047616
13,13,13,R.Jackson o22.5 Pts+Rebs+Ast,JoeMetz,-115,1.15,2.1499999999999995,0.0,Los Angeles Clippers,R.Jackson,Denver Nuggets,1,0.9999999999999996
14,14,14,R.O'Neale o3.5 Ast,JoeDellera,108,0.3,0.624,-7.5137,Brooklyn Nets,R.O'Neale,Indiana Pacers,0,0.324
15,15,15,R.O'Neale o1.5 3pt M,JoeDellera,145,0.15,0.3675,-7.5137,Brooklyn Nets,R.O'Neale,Indiana Pacers,0,0.2175
16,16,16,S.Curry o35.5 Pts+Ast,PropBetGuy,-120,1.2,2.2,-15.8957,Golden State Warriors,S.Curry,Utah Jazz,1,1.0000000000000002
