,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,0,1,J.Embiid o30.5 Pts,SBK5065,-125,0.63,1.134,0.0,Philadelphia 76ers,J.Embiid,Detroit Pistons,1.0,0.5039999999999999
1,1,2,J.Duren u10.5 Rebs,SBK5065,-123,0.62,1.1240650406504065,0.0,Detroit Pistons,J.Duren,Philadelphia 76ers,0.0,0.5040650406504065
2,2,3,J.Ivey u14.5 Pts,SBK5065,-120,0.6,1.1,0.0,Detroit Pistons,J.Ivey,Philadelphia 76ers,0.0,0.5000000000000001
3,3,4,J.Ivey o3.5 Ast,SBK5065,100,0.5,1.0,0.0,Detroit Pistons,J.Ivey,Philadelphia 76ers,0.0,0.5
4,4,5,K.Durant o27.5 Pts,SBK5065,-105,0.53,1.0347619047619048,-4.7984,Brooklyn Nets,K.Durant,Golden State Warriors,1.0,0.5047619047619047
5,5,6,T.Haliburton o3.5 Rebs,SBK5065,-115,0.58,1.0843478260869563,-4.7984,Indiana Pacers,T.Haliburton,Boston Celtics,0.0,0.5043478260869564
6,6,7,B.Hield o15.5 Pts,SBK5065,-115,0.58,1.0843478260869563,0.0,Indiana Pacers,B.Hield,Boston Celtics,0.0,0.5043478260869564
7,7,8,L.James o30.5 Pts,JoeDellera,-113,0.5,0.9424778761061948,1.5869,Los Angeles Lakers,L.James,Sacramento Kings,0.0,0.4424778761061948
8,8,9,L.James Yes Triple-Double,JoeDellera,925,0.15,1.5375,0.0,Los Angeles Lakers,L.James,Sacramento Kings,0.0,1.3875000000000002
9,9,10,D.Schroder o13.5 Pts,JoeDellera,-115,0.4,0.7478260869565218,0.0,Los Angeles Lakers,D.Schroder,Sacramento Kings,0.0,0.34782608695652173
