Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
J.Johnson u15.5 Pts,SBK5065,-110,0.5,J.Johnson,Atlanta Hawks,Brooklyn Nets,1,0.9545454545454546,0.4545454545454546,0.4615384615384615,0,0.2,0,0.4,0,Y
C.LeVert o11.5 Pts,SBK5065,-106,0.5,C.LeVert,Cleveland Cavaliers,Miami Heat,1,0.9716981132075472,0.4716981132075472,0.7272727272727273,1,0.8,1,0.8,1,Y
G.Antetokounmpo o4.5 Ast,JoeDellera,-136,0.18,G.Antetokounmpo,Milwaukee Bucks,Boston Celtics,0,0.3123529411764706,0.1323529411764706,0.4615384615384615,0,0.8,1,0.6,1,Y
G.Antetokounmpo o6.5 Ast,cowhitchurch,300,0.25,G.Antetokounmpo,Milwaukee Bucks,Boston Celtics,0,1.0,0.75,0.3076923076923077,0,0.8,1,0.4,0,N
G.Antetokounmpo o5.5 Ast,cowhitchurch,155,0.5,G.Antetokounmpo,Milwaukee Bucks,Boston Celtics,0,1.275,0.7749999999999999,0.3846153846153846,0,0.8,1,0.5,0,N
G.Antetokounmpo o4.5 Ast,cowhitchurch,-125,1.0,G.Antetokounmpo,Milwaukee Bucks,Boston Celtics,0,1.8,0.8,0.4615384615384615,0,0.8,1,0.6,1,Y
D.Sabonis o6.5 Ast,kylemurray03,-130,1.0,D.Sabonis,Sacramento Kings,New Orleans Pelicans,0,1.7692307692307692,0.7692307692307692,0.6153846153846154,1,0.8,1,0.7,1,N
J.Holiday o6.5 Rebs,Noto,110,1.1,J.Holiday,Boston Celtics,Milwaukee Bucks,1,2.3100000000000005,1.2100000000000004,0.5714285714285714,1,0.6,1,0.6,1,Y
R.Gobert o10.5 Rebs,SBK5065,-128,0.39,R.Gobert,Minnesota Timberwolves,Philadelphia 76ers,1,0.6946875,0.3046875,0.6153846153846154,1,0.4,0,0.5,0,Y
R.Gobert o10.5 Rebs,cowhitchurch,-135,1.0,R.Gobert,Minnesota Timberwolves,Philadelphia 76ers,1,1.7407407407407407,0.7407407407407407,0.6153846153846154,1,0.4,0,0.5,0,Y
R.Gobert o10.5 Rebs,JoeDellera,-113,0.88,R.Gobert,Minnesota Timberwolves,Philadelphia 76ers,1,1.6587610619469026,0.7787610619469026,0.6153846153846154,1,0.4,0,0.5,0,Y
C.Johnson o4.5 Rebs,Noto,-125,1.0,C.Johnson,Brooklyn Nets,Atlanta Hawks,0,1.8,0.8,0.8333333333333334,1,0.8,1,0.8333333333333334,1,Y
T.Prince o0.5 Stl,SBK5065,-110,0.55,T.Prince,Los Angeles Lakers,Dallas Mavericks,1,1.05,0.5,0.4615384615384615,0,0.6,1,0.5,0,N
D.Bane u37.5 Pts+Rebs+Ast,JoeDellera,-120,0.42,D.Bane,Memphis Grizzlies,Houston Rockets,0,0.77,0.35,0.5384615384615384,1,0.6,1,0.5,0,Y
D.Bane u37.5 Pts+Rebs+Ast,PropBomb,-120,1.0,D.Bane,Memphis Grizzlies,Houston Rockets,0,1.8333333333333333,0.8333333333333335,0.5384615384615384,1,0.6,1,0.5,0,Y
D.Robinson o20.5 Pts+Rebs+Ast,the_degenerates,-105,1.05,D.Robinson,Miami Heat,Cleveland Cavaliers,0,2.05,0.9999999999999998,0.4285714285714285,0,1.0,1,0.6,1,N
