,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
1,J.Tatum o9.5 Rebs,charliedisturco,-150,0.6,J.Tatum,Boston Celtics,Indiana Pacers,1,0.9999999999999999,0.3999999999999999,0.38823529411764707,0,0.8,1,0.8,1
2,J.Tatum o29.5 Pts,charliedisturco,-120,0.5,J.Tatum,Boston Celtics,Indiana Pacers,1,0.9166666666666667,0.41666666666666674,0.35294117647058826,0,0.6,1,0.3,0
3,L.Kornet u3.5 Rebs,GDAWG5000,-110,0.55,L.Kornet,Boston Celtics,Indiana Pacers,1,1.05,0.5,0.4722222222222222,0,0.6,1,0.4,0
4,L.Kornet u3.5 Rebs,charliedisturco,-110,0.5,L.Kornet,Boston Celtics,Indiana Pacers,1,0.9545454545454546,0.4545454545454546,0.4722222222222222,0,0.6,1,0.4,0
5,L.Kornet u3.5 Rebs,SBK5065,-106,0.53,L.Kornet,Boston Celtics,Indiana Pacers,1,1.03,0.5,0.4722222222222222,0,0.6,1,0.4,0
7,L.Kornet u3.5 Rebs,PropBomb,-110,1.32,L.Kornet,Boston Celtics,Indiana Pacers,1,2.52,1.2,0.4722222222222222,0,0.6,1,0.4,0
11,D.White o4.5 Ast,VegasRefund,-139,1.39,D.White,Boston Celtics,Indiana Pacers,1,2.3899999999999997,0.9999999999999998,0.5833333333333334,1,0.6,1,0.4,0
13,J.Holiday o13.5 Pts,VegasRefund,-118,1.18,J.Holiday,Boston Celtics,Indiana Pacers,1,2.1799999999999997,0.9999999999999998,0.3875,0,0.6,1,0.4,0
15,J.Tatum o40.5 Pts+Rebs,the_degenerates,-118,1.18,J.Tatum,Boston Celtics,Indiana Pacers,1,2.1799999999999997,0.9999999999999998,0.23529411764705882,0,0.6,1,0.3,0
16,J.Holiday o24.5 Pts+Rebs+Ast,the_degenerates,-110,1.1,J.Holiday,Boston Celtics,Indiana Pacers,1,2.1,1.0,0.3375,0,0.6,1,0.3,0
17,J.Brown o25.5 Pts,kylemurray03,-110,1.1,J.Brown,Boston Celtics,Indiana Pacers,1,2.1,1.0,0.3950617283950617,0,0.6,1,0.5,0
19,J.Brown u3.5 Ast,GDAWG5000,-135,0.68,J.Brown,Boston Celtics,Indiana Pacers,1,1.1837037037037037,0.5037037037037037,0.5679012345679012,1,0.6,1,0.8,1
20,J.Brown u3.5 Ast,JoeDellera,-135,0.5,J.Brown,Boston Celtics,Indiana Pacers,1,0.8703703703703703,0.37037037037037035,0.5679012345679012,1,0.6,1,0.8,1
21,J.Brown u3.5 Ast,SBK5065,-135,1.0,J.Brown,Boston Celtics,Indiana Pacers,1,1.7407407407407407,0.7407407407407407,0.5679012345679012,1,0.6,1,0.8,1
22,J.Brown u3.5 Ast,ChrisRaybon,-135,1.0,J.Brown,Boston Celtics,Indiana Pacers,1,1.7407407407407407,0.7407407407407407,0.5679012345679012,1,0.6,1,0.8,1
23,O.Toppin o8.5 Pts,GreenDotDaily,-135,1.0,O.Toppin,Indiana Pacers,Boston Celtics,0,1.7407407407407407,0.7407407407407407,0.5979381443298969,1,0.6,1,0.7,1
26,J.Holiday o10.5 Rebs+Ast,cowhitchurch,-109,0.55,J.Holiday,Boston Celtics,Indiana Pacers,1,1.0545871559633029,0.5045871559633028,0.4375,0,0.6,1,0.5,0
31,J.Holiday o10.5 Rebs+Ast,GDAWG5000,-102,0.51,J.Holiday,Boston Celtics,Indiana Pacers,1,1.01,0.5,0.4375,0,0.6,1,0.5,0
32,J.Holiday o10.5 Rebs+Ast,TheBMatt,-102,1.0,J.Holiday,Boston Celtics,Indiana Pacers,1,1.9803921568627452,0.9803921568627452,0.4375,0,0.6,1,0.5,0
33,J.Holiday o10.5 Rebs+Ast,JoeDellera,-102,1.02,J.Holiday,Boston Celtics,Indiana Pacers,1,2.02,1.0,0.4375,0,0.6,1,0.5,0
