,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,A.Davis o24.5 Pts,the_degenerates,-110,1.1,A.Davis,Los Angeles Lakers,New Orleans Pelicans,0,2.1,1.0,0.5454545454545454,1,0.6,1,0.5,0
1,A.Davis o40.5 Pts+Rebs+Ast,gneiffer07,-110,1.1,A.Davis,Los Angeles Lakers,New Orleans Pelicans,0,2.1,1.0,0.5454545454545454,1,0.6,1,0.6,1
4,A.Davis u0.5 3pt M,GreenDotDaily,-125,1.0,A.Davis,Los Angeles Lakers,New Orleans Pelicans,0,1.8,0.8,0.7142857142857143,1,0.6,1,0.5,0
5,T.Murphy o2.5 3pt M,GreenDotDaily,-105,1.0,T.Murphy,New Orleans Pelicans,Los Angeles Lakers,1,1.9523809523809523,0.9523809523809523,0.543859649122807,1,1.0,1,0.7,1
6,Z.Williamson u24.5 Pts,GreenDotDaily,-120,1.0,Z.Williamson,New Orleans Pelicans,Los Angeles Lakers,1,1.8333333333333335,0.8333333333333335,0.5428571428571428,1,0.4,0,0.3,0
7,Z.Williamson u24.5 Pts,JoeDellera,-105,1.0,Z.Williamson,New Orleans Pelicans,Los Angeles Lakers,1,1.9523809523809523,0.9523809523809523,0.5428571428571428,1,0.4,0,0.3,0
8,T.Murphy o2.5 3pt M,charliedisturco,-110,0.5,T.Murphy,New Orleans Pelicans,Los Angeles Lakers,1,0.9545454545454546,0.4545454545454546,0.543859649122807,1,1.0,1,0.7,1
9,T.Murphy o2.5 3pt M,GDAWG5000,-105,0.52,T.Murphy,New Orleans Pelicans,Los Angeles Lakers,1,1.0152380952380953,0.49523809523809526,0.543859649122807,1,1.0,1,0.7,1
10,D.Russell o16.5 Pts,JoeDellera,-115,1.0,D.Russell,Los Angeles Lakers,New Orleans Pelicans,0,1.8695652173913042,0.8695652173913042,0.5064935064935064,1,0.4,0,0.6,1
11,A.Davis o12.5 Rebs,kylemurray03,-135,2.7,A.Davis,Los Angeles Lakers,New Orleans Pelicans,0,4.7,2.0,0.5454545454545454,1,0.6,1,0.7,1
12,A.Davis u0.5 3pt M,GDAWG5000,-130,0.65,A.Davis,Los Angeles Lakers,New Orleans Pelicans,0,1.15,0.4999999999999999,0.7142857142857143,1,0.6,1,0.5,0
13,D.Sabonis o8.5 Ast,the_degenerates,+100,1.0,D.Sabonis,Sacramento Kings,Golden State Warriors,1,2.0,1.0,0.45121951219512196,0,0.6,1,0.5,0
14,S.Curry o4.5 Rebs,GreenDotDaily,-145,1.0,S.Curry,Golden State Warriors,Sacramento Kings,0,1.6896551724137931,0.6896551724137931,0.47297297297297297,0,0.8,1,0.5,0
15,S.Curry o4.5 Rebs,JoeDellera,-118,1.0,S.Curry,Golden State Warriors,Sacramento Kings,0,1.847457627118644,0.847457627118644,0.47297297297297297,0,0.8,1,0.5,0
16,K.Murray o18.5 Pts,PropBetGuy,+102,1.0,K.Murray,Sacramento Kings,Golden State Warriors,1,2.02,1.02,0.2857142857142857,0,0.6,1,0.5,0
18,D.Green o13.5 Pts+Ast,kylemurray03,-125,1.25,D.Green,Golden State Warriors,Sacramento Kings,0,2.25,1.0,0.5272727272727272,1,0.2,0,0.3,0
19,D.Sabonis o13.5 Rebs,kylemurray03,+105,2.0,D.Sabonis,Sacramento Kings,Golden State Warriors,1,4.1,2.0999999999999996,0.43902439024390244,0,0.2,0,0.3,0
