,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,B.Podziemski o11.5 Pts,charliedisturco,-115,0.58,B.Podziemski,Golden State Warriors,San Antonio Spurs,1.0,1.0843478260869563,0.5043478260869564,0.3333333333333333,0,0.0,0,0.3,0
1,K.Johnson u25.5 Pts+Rebs+Ast,gneiffer07,-115,1.15,K.Johnson,San Antonio Spurs,Golden State Warriors,0.0,2.1499999999999995,0.9999999999999996,0.5932203389830508,1,0.4,0,0.7,1
2,B.Podziemski o11.5 Pts,JoeDellera,-115,1.0,B.Podziemski,Golden State Warriors,San Antonio Spurs,1.0,1.8695652173913042,0.8695652173913042,0.3333333333333333,0,0.0,0,0.3,0
4,K.Johnson o17.5 Pts,GDAWG5000,-115,0.57,K.Johnson,San Antonio Spurs,Golden State Warriors,0.0,1.0656521739130433,0.4956521739130434,0.4406779661016949,0,0.6,1,0.4,0
5,K.Johnson o17.5 Pts,TheBMatt,-115,1.15,K.Johnson,San Antonio Spurs,Golden State Warriors,0.0,2.1499999999999995,0.9999999999999996,0.4406779661016949,0,0.6,1,0.4,0
6,I.Quickley o13.5 Rebs+Ast,JoeDellera,-130,1.0,I.Quickley,Toronto Raptors,Portland Trail Blazers,0.0,1.7692307692307692,0.7692307692307692,0.32142857142857145,0,1.0,1,0.5,0
7,I.Quickley o13.5 Rebs+Ast,GDAWG5000,-115,0.57,I.Quickley,Toronto Raptors,Portland Trail Blazers,0.0,1.0656521739130433,0.4956521739130434,0.32142857142857145,0,1.0,1,0.5,0
8,I.Quickley o13.5 Rebs+Ast,TheBMatt,-115,1.15,I.Quickley,Toronto Raptors,Portland Trail Blazers,0.0,2.1499999999999995,0.9999999999999996,0.32142857142857145,0,1.0,1,0.5,0
10,D.Gafford o17.5 Pts+Rebs,TheBMatt,-120,1.2,D.Gafford,Dallas Mavericks,Detroit Pistons,0.0,2.2,1.0000000000000002,0.5454545454545454,1,0.6,1,0.5,0
11,D.Schroder u16.5 Pts,SBK5065,-115,1.0,D.Schroder,Brooklyn Nets,Charlotte Hornets,0.0,1.8695652173913042,0.8695652173913042,0.6666666666666666,1,0.4,0,0.6,1
12,D.Schroder u16.5 Pts,PropBomb,-115,1.15,D.Schroder,Brooklyn Nets,Charlotte Hornets,0.0,2.1499999999999995,0.9999999999999996,0.6666666666666666,1,0.4,0,0.6,1
13,D.Schroder o6.5 Ast,GDAWG5000,-115,0.57,D.Schroder,Brooklyn Nets,Charlotte Hornets,0.0,1.0656521739130433,0.4956521739130434,0.5,0,1.0,1,0.5,0
14,D.Schroder o6.5 Ast,TheBMatt,-115,1.15,D.Schroder,Brooklyn Nets,Charlotte Hornets,0.0,2.1499999999999995,0.9999999999999996,0.5,0,1.0,1,0.5,0
15,K.Porzingis o21.5 Pts,the_degenerates,-106,1.06,K.Porzingis,Boston Celtics,Phoenix Suns,0.0,2.06,1.0,0.391304347826087,0,1.0,1,0.8,1
16,A.Caruso o14.5 Pts+Rebs+Ast,gneiffer07,-115,1.0,A.Caruso,Chicago Bulls,Los Angeles Clippers,0.0,1.8695652173913042,0.8695652173913042,0.6481481481481481,1,0.4,0,0.7,1
17,K.Leonard o24.5 Pts,the_degenerates,-108,1.08,K.Leonard,Los Angeles Clippers,Chicago Bulls,1.0,2.08,1.0,0.5,0,0.8,1,0.4,0
18,C.White u20.5 Pts,gneiffer07,-112,1.0,C.White,Chicago Bulls,Los Angeles Clippers,0.0,1.8928571428571428,0.8928571428571428,0.5873015873015873,1,0.4,0,0.6,1
19,N.Vucevic o29.5 Pts+Rebs,JoeDellera,-122,0.82,N.Vucevic,Chicago Bulls,Los Angeles Clippers,0.0,1.4921311475409835,0.6721311475409836,0.5,0,0.6,1,0.7,1
