,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
3,3,P.Banchero o2.5 Ast,Orlando Magic,JoeDellera,-138,0.6,1.0347826086956522,19.530900000000003,P.Banchero,Boston Celtics,1,0.4347826086956522,0.7948717948717948,1,0.6,1,0.8,1
4,4,P.Banchero o2.5 Ast,Orlando Magic,SBK5065,-138,0.5,0.8623188405797102,0.2307999999999994,P.Banchero,Boston Celtics,1,0.3623188405797102,0.7948717948717948,1,0.6,1,0.8,1
6,6,W.Carter o8.5 Rebs,Orlando Magic,SBK5065,-104,0.52,1.02,0.0,W.Carter,Boston Celtics,1,0.5,0.5555555555555556,1,0.8,1,0.6,1
7,7,P.Banchero o2.5 Ast,Orlando Magic,GreenDotDaily,-160,1.0,1.625,-4.585400000000001,P.Banchero,Boston Celtics,1,0.625,0.7948717948717948,1,0.6,1,0.8,1
8,8,D.Murray o21.5 Pts,Atlanta Hawks,JoeMetz,-105,1.05,2.05,-9.81,D.Murray,Chicago Bulls,0,0.9999999999999998,0.4418604651162791,0,1.0,1,0.6,1
9,9,D.Russell o2.5 3pt M,Minnesota Timberwolves,JoeDellera,-120,0.5,0.9166666666666669,19.530900000000003,D.Russell,Houston Rockets,0,0.4166666666666667,0.4782608695652174,0,1.0,1,0.7,1
11,11,D.Russell o2.5 3pt M,Minnesota Timberwolves,SBK5065,-118,0.59,1.09,0.2307999999999994,D.Russell,Houston Rockets,0,0.4999999999999999,0.4782608695652174,0,1.0,1,0.7,1
12,12,E.Gordon o17.5 Pts+Ast,Houston Rockets,SBK5065,-105,0.53,1.0347619047619048,0.0,E.Gordon,Minnesota Timberwolves,1,0.5047619047619047,0.34146341463414637,0,0.8,1,0.5,0
13,13,D.Russell o2.5 3pt M,Minnesota Timberwolves,GreenDotDaily,-130,1.0,1.7692307692307692,-4.585400000000001,D.Russell,Houston Rockets,0,0.7692307692307692,0.4782608695652174,0,1.0,1,0.7,1
14,14,J.Green u24.5 Pts,Houston Rockets,PropBomb,-110,1.1,2.1,-19.1423,J.Green,Minnesota Timberwolves,1,1.0,0.6521739130434783,1,0.6,1,0.6,1
15,15,A.Sengun o5.5 Ast,Houston Rockets,JoeMetz,-125,1.25,2.25,-9.81,A.Sengun,Minnesota Timberwolves,1,1.0,0.2558139534883721,0,1.0,1,0.7,1
17,17,J.Grant u27.5 Pts+Rebs+Ast,Portland Trail Blazers,PropBetGuy,-120,1.2,2.2,5.460000000000001,J.Grant,San Antonio Spurs,1,1.0000000000000002,0.5454545454545454,1,0.8,1,0.8,1
18,18,J.Grant u27.5 Pts+Rebs+Ast,Portland Trail Blazers,JoeDellera,-120,0.35,0.6416666666666667,19.530900000000003,J.Grant,San Antonio Spurs,1,0.2916666666666667,0.5454545454545454,1,0.8,1,0.8,1
19,19,J.Grant u27.5 Pts+Rebs+Ast,Portland Trail Blazers,SBK5065,-120,0.6,1.1,0.2307999999999994,J.Grant,San Antonio Spurs,1,0.5000000000000001,0.5454545454545454,1,0.8,1,0.8,1
20,20,J.Jackson o2.5 Blk,Memphis Grizzlies,JoeDellera,-145,0.55,0.9293103448275865,0.0,J.Jackson,Sacramento Kings,0,0.3793103448275863,0.6774193548387096,1,1.0,1,0.8,1
