,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
1,C.Sexton o14.5 Pts,CeeJPicks,Utah Jazz,Miami Heat,0.0,0.78125,1,1.0,1,0.9,1,-135.0,1.35,2.35,1.0,C.Sexton
15,J.Duren o8.5 Pts,Rotowire Sleeper,Detroit Pistons,Minnesota Timberwolves,1.0,0.6129032258064516,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,J.Duren
25,A.Simons o21.5 Pts,FirefighterBets,Portland Trail Blazers,Milwaukee Bucks,0.0,0.4,0,0.6,1,0.5,0,-115.0,1.0,1.869565217391304,0.8695652173913042,A.Simons
37,T.Maxey o25.5 Pts,the_degenerates,Philadelphia 76ers,Brooklyn Nets,0.0,0.4615384615384615,0,0.6,1,0.6,1,-106.0,1.06,2.06,1.0,T.Maxey
60,T.McConnell o9.5 Pts,itsbucketsnba,Indiana Pacers,Phoenix Suns,1.0,0.6470588235294118,1,0.2,0,0.5,0,-115.0,1.0,1.869565217391304,0.8695652173913042,T.McConnell
72,O.Anunoby u16.5 Pts,TopShelfAction,New York Knicks,Chicago Bulls,0.0,0.5714285714285714,1,0.4,0,0.6,1,-110.0,0.7,1.3363636363636364,0.6363636363636365,O.Anunoby
80,J.Collins u14.5 Pts,TopShelfAction,Utah Jazz,Miami Heat,0.0,0.2692307692307692,0,0.4,0,0.2,0,100.0,0.6,1.2,0.6,J.Collins
84,B.Lopez o9.5 Pts,FirefighterBets,Milwaukee Bucks,Portland Trail Blazers,1.0,0.625,1,0.8,1,0.7,1,-125.0,1.0,1.8,0.8,B.Lopez
91,M.Moody o8.5 Pts,Rotowire Sleeper,Golden State Warriors,Memphis Grizzlies,1.0,0.4814814814814814,0,0.6,1,0.4,0,100.0,1.5,3.0,1.5,M.Moody
92,Z.Edey u11.5 Pts,TopShelfAction,Memphis Grizzlies,Golden State Warriors,0.0,0.5238095238095238,1,0.6,1,0.5,0,-125.0,0.9,1.62,0.7200000000000001,Z.Edey
95,T.Jackson-Davis u12.5 Pts,TopShelfAction,Golden State Warriors,Memphis Grizzlies,1.0,0.75,1,0.4,0,0.5,0,-125.0,1.2,2.16,0.9600000000000002,T.Jackson-Davis
98,A.Wiggins u18.5 Pts,TopShelfAction_duplicate,Golden State Warriors,Memphis Grizzlies,1.0,0.6551724137931034,1,0.8,1,0.7,1,-115.0,0.9,1.6826086956521735,0.7826086956521737,A.Wiggins
100,D.Jones o5.5 Pts,Rotowire Prizepicks_duplicate,Los Angeles Clippers,Atlanta Hawks,1.0,0.8125,1,1.0,1,0.8,1,100.0,1.5,3.0,1.5,D.Jones
103,D.Jones o7.5 Pts,Rotowire Prizepicks_duplicate,Los Angeles Clippers,Atlanta Hawks,1.0,0.625,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,D.Jones
