,Play,Expert,Name,Correct,Actual Value,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
0,M.Porter o23.5 Pts+Rebs+Ast,Markus_Markets,M.Porter,Y,33.0,Denver Nuggets,Cleveland Cavaliers,0.0,0.8421052631578947,1,1.0,1,0.9,1,-120.0,1.0,1.8333333333333333,0.8333333333333335
1,D.Murray u35.5 Pts+Rebs+Ast,allanlemdfs,D.Murray,Y,25.0,New Orleans Pelicans,Phoenix Suns,1.0,1.0,1,1.0,1,1.0,1,-121.0,1.21,2.21,1.0
2,S.Aldama o19.5 Pts+Rebs+Ast,Rotowire Prizepicks,S.Aldama,Y,25.0,Memphis Grizzlies,Sacramento Kings,1.0,0.7727272727272727,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5
3,J.Sochan o21.5 Pts+Rebs+Ast,gneiffer07,J.Sochan,Y,32.0,San Antonio Spurs,Chicago Bulls,1.0,0.75,1,0.6,1,0.75,1,-115.0,1.15,2.1499999999999995,0.9999999999999996
4,D.Bane o23.5 Pts+Rebs+Ast,gneiffer07,D.Bane,Y,33.0,Memphis Grizzlies,Sacramento Kings,1.0,0.5333333333333333,1,0.4,0,0.5,0,-125.0,1.25,2.25,1.0
5,I.Hartenstein o27.5 Pts+Rebs+Ast,Rotowire Sleeper,I.Hartenstein,N,24.0,Oklahoma City Thunder,Toronto Raptors,0.0,0.8333333333333334,1,0.8,1,0.8333333333333334,1,100.0,1.5,3.0,1.5
6,S.Gilgeous-Alexander o40.5 Pts+Rebs+Ast,Rotowire Sleeper,S.Gilgeous-Alexander,N,39.0,Oklahoma City Thunder,Toronto Raptors,0.0,0.4761904761904761,0,0.8,1,0.6,1,100.0,1.5,3.0,1.5
7,D.Bane o24.5 Pts+Rebs+Ast,Rotowire Sleeper,D.Bane,Y,33.0,Memphis Grizzlies,Sacramento Kings,1.0,0.4666666666666667,0,0.4,0,0.5,0,100.0,1.5,3.0,1.5
8,S.Barnes u38.5 Pts+Rebs+Ast,allanlemdfs,S.Barnes,Y,32.0,Toronto Raptors,Oklahoma City Thunder,1.0,0.5454545454545454,1,0.2,0,0.5,0,-116.0,0.58,1.0799999999999998,0.4999999999999999
9,N.Vucevic o33.5 Pts+Rebs+Ast,Rotowire Prizepicks,N.Vucevic,Y,52.0,Chicago Bulls,San Antonio Spurs,0.0,0.5909090909090909,1,1.0,1,0.8,1,100.0,1.5,3.0,1.5
