,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,B.Portis o10.5 Pts,gneiffer07,Milwaukee Bucks,Orlando Magic,0.0,0.6470588235294118,1,0.6,1,0.7,1,-115,1.15,2.1499999999999995,0.9999999999999996,B.Portis,Y,11.0
1,B.Portis o10.5 Pts,MJCLocks,Milwaukee Bucks,Orlando Magic,0.0,0.6470588235294118,1,0.6,1,0.7,1,-110,1.0,1.9090909090909087,0.9090909090909092,B.Portis,Y,11.0
2,P.Banchero o17.5 Pts,Rotowire Sleeper,Orlando Magic,Milwaukee Bucks,1.0,0.6,1,0.6,1,0.6,1,100,1.5,3.0,1.5,P.Banchero,Y,34.0
3,B.Portis o10.5 Pts,FirefighterBets,Milwaukee Bucks,Orlando Magic,0.0,0.6470588235294118,1,0.6,1,0.7,1,-130,1.0,1.7692307692307692,0.7692307692307692,B.Portis,Y,11.0
4,P.Banchero o17.5 Pts,Rotowire Prizepicks,Orlando Magic,Milwaukee Bucks,1.0,0.6,1,0.6,1,0.6,1,100,1.5,3.0,1.5,P.Banchero,Y,34.0
5,B.Hield o17.5 Pts,FirefighterBets,Golden State Warriors,Indiana Pacers,0.0,0.2432432432432432,0,0.2,0,0.1,0,-110,1.0,1.9090909090909087,0.9090909090909092,B.Hield,N,17.0
6,J.Brown o21.5 Pts,itsbucketsnba,Boston Celtics,Sacramento Kings,1.0,0.6333333333333333,1,0.4,0,0.4,0,-133,1.0,1.7518796992481205,0.7518796992481203,J.Brown,Y,28.0
7,J.Giddey o13.5 Pts,itsbucketsnba,Chicago Bulls,Washington Wizards,1.0,0.3333333333333333,0,0.2,0,0.3,0,-104,1.0,1.9615384615384617,0.9615384615384616,J.Giddey,N,12.0
8,D.White o14.5 Pts,FirefighterBets,Boston Celtics,Sacramento Kings,1.0,0.7142857142857143,1,0.8,1,0.7,1,-120,1.0,1.8333333333333333,0.8333333333333335,D.White,N,3.0
9,J.Brown o21.5 Pts,the_degenerates,Boston Celtics,Sacramento Kings,1.0,0.6333333333333333,1,0.4,0,0.4,0,-115,1.15,2.1499999999999995,0.9999999999999996,J.Brown,Y,28.0
