,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
3,D.Russell o20.5 Pts+Ast,RoyalsProps,Brooklyn Nets,New York Knicks,1.0,0.6666666666666666,1.0,0.6,1.0,0.6666666666666666,1.0,-120.0,1.2,2.2,1.0000000000000002,D.Russell
21,J.Jaquez o10.5 Pts+Ast,Rotowire Prizepicks,Miami Heat,Portland Trail Blazers,1.0,0.5405405405405406,1.0,1.0,1.0,0.9,1.0,100.0,1.5,3.0,1.5,J.Jaquez
24,D.Russell o21.5 Pts+Ast,CamIsMoney18,Brooklyn Nets,New York Knicks,1.0,0.6666666666666666,1.0,0.6,1.0,0.6666666666666666,1.0,-110.0,1.0,1.9090909090909087,0.9090909090909092,D.Russell
26,P.George u26.5 Pts+Ast,Rotowire Prizepicks,Philadelphia 76ers,Denver Nuggets,0.0,0.7037037037037037,1.0,0.4,0.0,0.6,1.0,100.0,1.5,3.0,1.5,P.George
30,T.Maxey u36.5 Pts+Ast,Rotowire Prizepicks,Philadelphia 76ers,Denver Nuggets,0.0,0.6470588235294118,1.0,0.4,0.0,0.6,1.0,100.0,1.5,3.0,1.5,T.Maxey
34,B.Adebayo u20.5 Pts+Ast,Rotowire Prizepicks,Miami Heat,Portland Trail Blazers,1.0,0.55,1.0,1.0,1.0,0.7,1.0,100.0,1.5,3.0,1.5,B.Adebayo
38,M.Bridges o18.5 Pts+Ast,FirefighterBets_duplicate,New York Knicks,Brooklyn Nets,0.0,0.7045454545454546,1.0,0.8,1.0,0.7,1.0,100.0,1.0,2.0,1.0,M.Bridges
70,J.Poole o24.5 Pts+Ast,kylemurray03,Washington Wizards,Los Angeles Lakers,0.0,0.5588235294117647,1.0,0.2,0.0,0.5,0.0,-115.0,1.15,2.1499999999999995,0.9999999999999996,J.Poole
72,G.Dick o13.5 Pts+Ast,Rotowire Sleeper,Toronto Raptors,Orlando Magic,1.0,0.75,1.0,0.6,1.0,0.5,0.0,100.0,1.5,3.0,1.5,G.Dick
74,M.Porter o15.5 Pts+Ast,Rotowire Sleeper,Denver Nuggets,Philadelphia 76ers,1.0,0.7857142857142857,1.0,0.2,0.0,0.6,1.0,100.0,1.5,3.0,1.5,M.Porter
79,P.George u25.5 Pts+Ast,Rotowire Prizepicks,Philadelphia 76ers,Denver Nuggets,0.0,0.7037037037037037,1.0,0.4,0.0,0.6,1.0,100.0,1.5,3.0,1.5,P.George
