Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
V.Wembanyama o22.5 Pts,the_degenerates,San Antonio Spurs,Utah Jazz,1.0,0.3333333333333333,0,0.4,0,0.3333333333333333,0,-115.0,1.15,2.1499999999999995,0.9999999999999996,V.Wembanyama
D.Mitchell o22.5 Pts,JoeDellera,Cleveland Cavaliers,Brooklyn Nets,1.0,0.5,0,0.4,0,0.5,0,-120.0,1.0,1.8333333333333333,0.8333333333333335,D.Mitchell
I.Zubac o28.5 Pts+Rebs,the_degenerates,Los Angeles Clippers,Toronto Raptors,1.0,0.5555555555555556,1,0.4,0,0.5555555555555556,1,-120.0,1.2,2.2,1.0000000000000002,I.Zubac
J.Allen o15.5 Pts+Ast,Rotowire Sleeper,Cleveland Cavaliers,Brooklyn Nets,1.0,0.8,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,J.Allen
J.Champagnie o4.5 Rebs,Rotowire Prizepicks,San Antonio Spurs,Utah Jazz,1.0,0.7777777777777778,1,0.8,1,0.7777777777777778,1,100.0,1.5,3.0,1.5,J.Champagnie
D.Schroder o6.5 Ast,Rotowire Prizepicks,Brooklyn Nets,Cleveland Cavaliers,0.0,0.4444444444444444,0,0.4,0,0.4444444444444444,0,100.0,1.5,3.0,1.5,D.Schroder
J.Harden o38.5 Pts+Rebs+Ast,RoyalsProps,Los Angeles Clippers,Toronto Raptors,1.0,0.4444444444444444,0,0.2,0,0.4444444444444444,0,-105.0,1.58,3.084761904761905,1.5047619047619047,J.Harden
N.Claxton o17.5 Pts+Rebs,Rotowire Prizepicks,Brooklyn Nets,Cleveland Cavaliers,0.0,0.5,0,0.6,1,0.5,0,100.0,1.5,3.0,1.5,N.Claxton
J.Allen o13.5 Pts,Rotowire Sleeper,Cleveland Cavaliers,Brooklyn Nets,1.0,0.8,1,0.6,1,0.8,1,100.0,1.5,3.0,1.5,J.Allen
L.Markkanen o19.5 Pts,Rotowire Sleeper,Utah Jazz,San Antonio Spurs,0.0,0.2,0,0.2,0,0.2,0,100.0,1.5,3.0,1.5,L.Markkanen
N.Vucevic o31.5 Pts+Rebs+Ast,Rotowire Prizepicks,Chicago Bulls,Atlanta Hawks,0.0,0.8888888888888888,1,0.8,1,0.8888888888888888,1,100.0,1.5,3.0,1.5,N.Vucevic
J.Harden o38.5 Pts+Rebs+Ast,Mjaybrxd,Los Angeles Clippers,Toronto Raptors,1.0,0.4444444444444444,0,0.2,0,0.4444444444444444,0,-105.0,1.0,1.9523809523809523,0.9523809523809524,J.Harden
T.Young o41.5 Pts+Rebs+Ast,Rotowire Prizepicks,Atlanta Hawks,Chicago Bulls,1.0,0.5,0,0.4,0,0.5,0,100.0,1.5,3.0,1.5,T.Young
N.Vucevic o30.5 Pts+Rebs+Ast,Rotowire Prizepicks,Chicago Bulls,Atlanta Hawks,0.0,0.8888888888888888,1,0.8,1,0.8888888888888888,1,100.0,1.5,3.0,1.5,N.Vucevic
N.Vucevic o27.5 Pts+Rebs,Rotowire Prizepicks,Chicago Bulls,Atlanta Hawks,0.0,0.8888888888888888,1,0.8,1,0.8888888888888888,1,100.0,1.5,3.0,1.5,N.Vucevic
C.White o18.5 Pts,ThePropfessor_,Chicago Bulls,Atlanta Hawks,0.0,0.6666666666666666,1,0.8,1,0.6666666666666666,1,-114.0,1.14,2.14,0.9999999999999998,C.White
I.Zubac o28.5 Pts+Rebs,Rotowire Sleeper,Los Angeles Clippers,Toronto Raptors,1.0,0.5555555555555556,1,0.4,0,0.5555555555555556,1,100.0,1.5,3.0,1.5,I.Zubac
J.Poeltl o13.5 Rebs+Ast,Rotowire Prizepicks,Toronto Raptors,Los Angeles Clippers,0.0,0.4444444444444444,0,0.6,1,0.4444444444444444,0,100.0,1.5,3.0,1.5,J.Poeltl
K.Porter o9.5 Pts,Rotowire Prizepicks,Los Angeles Clippers,Toronto Raptors,1.0,0.3333333333333333,0,0.4,0,0.3333333333333333,0,100.0,1.5,3.0,1.5,K.Porter
J.Poeltl o10.5 Rebs,Rotowire Prizepicks,Toronto Raptors,Los Angeles Clippers,0.0,0.4444444444444444,0,0.6,1,0.4444444444444444,0,100.0,1.5,3.0,1.5,J.Poeltl
D.Jones o11.5 Pts+Ast,Rotowire Prizepicks,Los Angeles Clippers,Toronto Raptors,1.0,0.6666666666666666,1,0.8,1,0.6666666666666666,1,100.0,1.5,3.0,1.5,D.Jones
D.Jones o10.5 Pts,Rotowire Prizepicks,Los Angeles Clippers,Toronto Raptors,1.0,0.5555555555555556,1,0.6,1,0.5555555555555556,1,100.0,1.5,3.0,1.5,D.Jones
R.Barrett o5.5 Rebs,Rotowire Prizepicks,Toronto Raptors,Los Angeles Clippers,0.0,0.3333333333333333,0,0.4,0,0.3333333333333333,0,100.0,1.5,3.0,1.5,R.Barrett
