Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
J.Giddey u25.5 Pts+Rebs+Ast,gneiffer07,Chicago Bulls,Cleveland Cavaliers,0.0,0.5,0,0.4,0,0.5,0,-115.0,1.15,2.1499999999999995,0.9999999999999996,J.Giddey
E.Mobley o16.5 Pts,RoyalsProps,Cleveland Cavaliers,Chicago Bulls,1.0,0.4615384615384615,0,0.4,0,0.5,0,-125.0,1.25,2.25,1.0,E.Mobley
A.Edwards o38.5 Pts+Rebs+Ast,Mjaybrxd,Minnesota Timberwolves,Sacramento Kings,0.0,0.3333333333333333,0,0.4,0,0.3,0,-110.0,1.0,1.9090909090909087,0.9090909090909092,A.Edwards
C.Cunningham o24.5 Pts,LinesAtLunch,Detroit Pistons,Toronto Raptors,0.0,0.3076923076923077,0,0.4,0,0.2,0,-114.0,1.14,2.14,0.9999999999999998,C.Cunningham
T.Harris u16.5 Pts,gneiffer07,Detroit Pistons,Toronto Raptors,0.0,0.6923076923076923,1,0.6,1,0.6,1,-109.0,1.09,2.0900000000000003,1.0000000000000002,T.Harris
C.Cunningham o24.5 Pts,sandyplashkes,Detroit Pistons,Toronto Raptors,0.0,0.3076923076923077,0,0.4,0,0.2,0,-114.0,1.14,2.14,0.9999999999999998,C.Cunningham
C.Cunningham o34.5 Pts+Ast,PlayerPropSavant,Detroit Pistons,Toronto Raptors,0.0,0.3846153846153846,0,0.6,1,0.3,0,-111.0,1.11,2.1100000000000003,1.0000000000000002,C.Cunningham
T.Young o14.5 Rebs+Ast,JoeDellera,Atlanta Hawks,Washington Wizards,1.0,0.8181818181818182,1,0.8,1,0.8,1,-135.0,1.0,1.7407407407407407,0.7407407407407407,T.Young
D.Daniels o2.5 Stl,kylemurray03,Atlanta Hawks,Washington Wizards,1.0,0.6,1,0.8,1,0.6,1,185.0,1.0,2.85,1.85,D.Daniels
B.Adebayo o18.5 Pts,kylemurray03,Miami Heat,Indiana Pacers,0.0,0.3,0,0.4,0,0.3,0,-120.0,1.2,2.2,1.0000000000000002,B.Adebayo
J.Brunson o26.5 Pts,RoyalsProps,New York Knicks,Brooklyn Nets,1.0,0.2727272727272727,0,0.2,0,0.3,0,-120.0,1.8,3.3000000000000003,1.5000000000000002,J.Brunson
