Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
D.Lillard o22.5 Pts,RoyalsProps,Milwaukee Bucks,Cleveland Cavaliers,1.0,0.6,1,0.6,1,0.6,1,-115.0,1.73,3.2343478260869563,1.5043478260869565,D.Lillard
D.Lillard o29.5 Pts,JoeDellera,Milwaukee Bucks,Cleveland Cavaliers,1.0,0.4,0,0.4,0,0.4,0,370.0,0.1,0.47,0.37,D.Lillard
J.Allen o13.5 Pts,Markus_Markets,Cleveland Cavaliers,Milwaukee Bucks,0.0,0.8333333333333334,1,0.8,1,0.8333333333333334,1,-125.0,1.0,1.8,0.8,J.Allen
E.Mobley o25.5 Pts+Rebs+Ast,kylemurray03,Cleveland Cavaliers,Milwaukee Bucks,0.0,0.8333333333333334,1,0.8,1,0.8333333333333334,1,-113.0,1.13,2.13,1.0,E.Mobley
D.Sabonis o38.5 Pts+Rebs+Ast,GDAWG5000,Sacramento Kings,Toronto Raptors,0.0,0.4,0,0.4,0,0.4,0,-115.0,0.58,1.0843478260869563,0.5043478260869564,D.Sabonis
D.Sabonis o38.5 Pts+Rebs+Ast,JoeDellera,Sacramento Kings,Toronto Raptors,0.0,0.4,0,0.4,0,0.4,0,-115.0,1.0,1.869565217391304,0.8695652173913042,D.Sabonis
D.Sabonis o38.5 Pts+Rebs+Ast,kylemurray03,Sacramento Kings,Toronto Raptors,0.0,0.4,0,0.4,0,0.4,0,-115.0,1.15,2.1499999999999995,0.9999999999999996,D.Sabonis
T.Maxey o3.5 3pt M,Mjaybrxd,Philadelphia 76ers,Memphis Grizzlies,1.0,0.25,0,0.25,0,0.25,0,-115.0,1.0,1.869565217391304,0.8695652173913042,T.Maxey
T.Maxey u6.5 Ast,JoeDellera,Philadelphia 76ers,Memphis Grizzlies,1.0,0.75,1,0.75,1,0.75,1,-130.0,1.0,1.7692307692307692,0.7692307692307692,T.Maxey
S.Aldama o18.5 Pts+Rebs,PropBetGuy,Memphis Grizzlies,Philadelphia 76ers,0.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1,-120.0,1.2,2.2,1.0000000000000002,S.Aldama
J.Sochan o25.5 Pts+Rebs+Ast,Mjaybrxd,San Antonio Spurs,Minnesota Timberwolves,1.0,0.8,1,0.8,1,0.8,1,-110.0,1.0,1.9090909090909087,0.9090909090909092,J.Sochan
J.Sochan u26.5 Pts+Rebs+Ast,PropBetGuy,San Antonio Spurs,Minnesota Timberwolves,1.0,0.4,0,0.4,0,0.4,0,-122.0,1.22,2.22,1.0000000000000002,J.Sochan
J.Randle o27.5 Pts+Rebs,Rotowire Sleeper,Minnesota Timberwolves,San Antonio Spurs,0.0,0.6,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,J.Randle
T.Mann o10.5 Pts+Rebs,Rotowire Sleeper,Charlotte Hornets,Boston Celtics,1.0,1.0,1,1.0,1,1.0,1,100.0,1.5,3.0,1.5,T.Mann
K.Huerter o10.5 Pts+Ast,Rotowire Prizepicks,Sacramento Kings,Toronto Raptors,0.0,0.8,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,K.Huerter
R.Gobert o22.5 Pts+Rebs,Rotowire Prizepicks,Minnesota Timberwolves,San Antonio Spurs,0.0,0.6,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,R.Gobert
N.Reid o15.5 Pts+Rebs,Rotowire Prizepicks,Minnesota Timberwolves,San Antonio Spurs,0.0,0.8,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,N.Reid
