Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
D.Daniels o19.5 Pts+Rebs+Ast,Rotowire Sleeper,Atlanta Hawks,Milwaukee Bucks,0.0,0.625,1,0.6,1,0.5,0,100,1.5,3.0,1.5,D.Daniels
D.Daniels o16.5 Pts+Rebs,Rotowire Sleeper,Atlanta Hawks,Milwaukee Bucks,0.0,0.5833333333333334,1,0.4,0,0.4,0,100,1.5,3.0,1.5,D.Daniels
D.Lillard o4.5 Rebs,Rotowire Prizepicks,Milwaukee Bucks,Atlanta Hawks,1.0,0.3809523809523809,0,0.4,0,0.5,0,100,1.5,3.0,1.5,D.Lillard
D.Daniels o8.5 Rebs+Ast,Rotowire Prizepicks,Atlanta Hawks,Milwaukee Bucks,0.0,0.5,0,0.6,1,0.6,1,100,1.5,3.0,1.5,D.Daniels
T.Eason o9.5 Pts+Ast,Rotowire Sleeper,Houston Rockets,Oklahoma City Thunder,0.0,0.6521739130434783,1,0.6,1,0.6,1,100,1.5,3.0,1.5,T.Eason
J.Johnson o23.5 Pts+Ast,CeeJPicks,Atlanta Hawks,Milwaukee Bucks,0.0,0.7083333333333334,1,0.8,1,0.8,1,-120,1.2,2.2,1.0000000000000002,J.Johnson
J.Williams u32.5 Pts+Rebs+Ast,sandyplashkes,Oklahoma City Thunder,Houston Rockets,1.0,0.5,0,0.4,0,0.4,0,-118,1.18,2.18,0.9999999999999998,J.Williams
D.Lillard o37.5 Pts+Rebs+Ast,sandyplashkes,Milwaukee Bucks,Atlanta Hawks,1.0,0.5714285714285714,1,0.4,0,0.6,1,-118,1.18,2.18,0.9999999999999998,D.Lillard
T.Eason o5.5 Rebs,JoeDellera,Houston Rockets,Oklahoma City Thunder,0.0,0.5652173913043478,1,0.6,1,0.7,1,-135,1.0,1.7407407407407407,0.7407407407407407,T.Eason
A.Green o2.5 3pt M,JoeDellera,Milwaukee Bucks,Atlanta Hawks,1.0,0.5217391304347826,1,0.4,0,0.6,1,140,1.0,2.4,1.4,A.Green
G.Antetokounmpo o32.5 Pts,JoeDellera,Milwaukee Bucks,Atlanta Hawks,1.0,0.4545454545454545,0,0.4,0,0.5,0,-115,1.0,1.869565217391304,0.8695652173913042,G.Antetokounmpo
B.Bogdanovic o17.5 Pts+Rebs+Ast,Rotowire Prizepicks,Atlanta Hawks,Milwaukee Bucks,0.0,0.4545454545454545,0,0.4,0,0.5,0,100,1.5,3.0,1.5,B.Bogdanovic
G.Trent o8.5 Pts,Rotowire Prizepicks,Milwaukee Bucks,Atlanta Hawks,1.0,0.6818181818181818,1,0.8,1,0.7,1,100,1.5,3.0,1.5,G.Trent
B.Portis o21.5 Pts+Rebs,Rotowire Sleeper,Milwaukee Bucks,Atlanta Hawks,1.0,0.4347826086956521,0,0.6,1,0.4,0,100,1.5,3.0,1.5,B.Portis
D.Lillard o24.5 Pts,moneylinewixted,Milwaukee Bucks,Atlanta Hawks,1.0,0.6190476190476191,1,0.8,1,0.7,1,-115,1.15,2.1499999999999995,0.9999999999999996,D.Lillard
J.Johnson o28.5 Pts+Rebs,therocketplays,Atlanta Hawks,Milwaukee Bucks,0.0,0.6666666666666666,1,0.4,0,0.7,1,-110,1.1,2.1,1.0,J.Johnson
B.Bogdanovic o11.5 Pts,therocketplays,Atlanta Hawks,Milwaukee Bucks,0.0,0.4545454545454545,0,0.4,0,0.5,0,-115,1.15,2.1499999999999995,0.9999999999999996,B.Bogdanovic
D.Hunter o16.5 Pts,Rotowire Sleeper,Atlanta Hawks,Milwaukee Bucks,0.0,0.7333333333333333,1,1.0,1,0.8,1,100,1.5,3.0,1.5,D.Hunter
G.Trent o9.5 Pts+Ast,ThePropfessor_,Milwaukee Bucks,Atlanta Hawks,1.0,0.6363636363636364,1,0.8,1,0.7,1,-109,1.09,2.0900000000000003,1.0000000000000002,G.Trent
T.Eason o15.5 Pts+Rebs,Rotowire Sleeper,Houston Rockets,Oklahoma City Thunder,0.0,0.6521739130434783,1,0.6,1,0.6,1,100,1.5,3.0,1.5,T.Eason
B.Portis u13.5 Pts,itsbucketsnba,Milwaukee Bucks,Atlanta Hawks,1.0,0.5217391304347826,1,0.4,0,0.6,1,-109,1.0,1.9174311926605505,0.9174311926605504,B.Portis
A.Sengun o29.5 Pts+Rebs,Rotowire Prizepicks,Houston Rockets,Oklahoma City Thunder,0.0,0.48,0,0.6,1,0.6,1,100,1.5,3.0,1.5,A.Sengun
