Play,Expert,Team,Name,Correct,Actual Value,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
J.Hart o21.5 Pts+Rebs,Rotowire Sleeper,New York Knicks,J.Hart,N,14.0,Toronto Raptors,0.0,0.6521739130434783,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5
J.Brunson o27.5 Pts+Rebs,Rotowire Prizepicks,New York Knicks,J.Brunson,N,24.0,Toronto Raptors,0.0,0.391304347826087,0,0.4,0,0.4,0,100.0,1.5,3.0,1.5
R.Barrett o21.5 Pts,therocketplays,Toronto Raptors,R.Barrett,Y,30.0,New York Knicks,1.0,0.5714285714285714,1,0.6,1,0.6,1,-128.0,1.28,2.28,1.0000000000000002
M.Bridges o16.5 Pts,the_degenerates,New York Knicks,M.Bridges,Y,23.0,Toronto Raptors,0.0,0.5217391304347826,1,0.8,1,0.5,0,-125.0,1.25,2.25,1.0
O.Anunoby u17.5 Pts,itsbucketsnba,New York Knicks,O.Anunoby,Y,14.0,Toronto Raptors,0.0,0.5652173913043478,1,0.6,1,0.6,1,-110.0,1.0,1.9090909090909087,0.9090909090909092
J.Hart u13.5 Pts,gneiffer07,New York Knicks,J.Hart,Y,10.0,Toronto Raptors,0.0,0.4782608695652174,0,0.6,1,0.5,0,-110.0,1.1,2.1,1.0
J.Hart u13.5 Pts,HPBasketball,New York Knicks,J.Hart,Y,10.0,Toronto Raptors,0.0,0.4782608695652174,0,0.6,1,0.5,0,-110.0,0.27,0.5154545454545455,0.2454545454545454
J.Brunson o25.5 Pts,LinesAtLunch,New York Knicks,J.Brunson,N,20.0,Toronto Raptors,0.0,0.4347826086956521,0,0.4,0,0.5,0,-120.0,1.2,2.2,1.0000000000000002
J.Brunson o25.5 Pts,sandyplashkes,New York Knicks,J.Brunson,N,20.0,Toronto Raptors,0.0,0.4347826086956521,0,0.4,0,0.5,0,-120.0,1.2,2.2,1.0000000000000002
J.Poeltl o14.5 Pts,Rotowire Prizepicks,Toronto Raptors,J.Poeltl,N,10.0,New York Knicks,1.0,0.5652173913043478,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5
J.Poeltl o13.5 Pts,Rotowire Sleeper,Toronto Raptors,J.Poeltl,N,10.0,New York Knicks,1.0,0.6086956521739131,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5
J.Poeltl o10.5 Rebs,Rotowire Prizepicks,Toronto Raptors,J.Poeltl,Y,12.0,New York Knicks,1.0,0.5217391304347826,1,0.2,0,0.6,1,100.0,1.5,3.0,1.5
J.Poeltl o9.5 Rebs,Rotowire Sleeper,Toronto Raptors,J.Poeltl,Y,12.0,New York Knicks,1.0,0.6956521739130435,1,0.6,1,0.8,1,100.0,1.5,3.0,1.5
M.Bridges u7.5 Rebs+Ast,JoeDellera,New York Knicks,M.Bridges,Y,6.0,Toronto Raptors,0.0,0.5652173913043478,1,0.8,1,0.6,1,-122.0,1.0,1.819672131147541,0.819672131147541
K.Towns o15.5 Rebs+Ast,Rotowire Prizepicks,New York Knicks,K.Towns,Y,21.0,Toronto Raptors,0.0,0.5714285714285714,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5
J.Poeltl o13.5 Rebs+Ast,Rotowire Prizepicks,Toronto Raptors,J.Poeltl,Y,16.0,New York Knicks,1.0,0.5652173913043478,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5
K.Towns o15.5 Rebs+Ast,Rotowire Sleeper,New York Knicks,K.Towns,Y,21.0,Toronto Raptors,0.0,0.5714285714285714,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5
J.Walter o3.5 Rebs+Ast,Rotowire Prizepicks,Toronto Raptors,J.Walter,N,3.0,New York Knicks,1.0,0.4,0,0.4,0,0.4,0,100.0,1.5,3.0,1.5
J.Poeltl o12.5 Rebs+Ast,Rotowire Prizepicks,Toronto Raptors,J.Poeltl,Y,16.0,New York Knicks,1.0,0.6521739130434783,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5
J.Hart o14.5 Rebs+Ast,Mjaybrxd,New York Knicks,J.Hart,N,7.0,Toronto Raptors,0.0,0.5217391304347826,1,0.6,1,0.4,0,-120.0,1.0,1.8333333333333333,0.8333333333333335
J.Brunson o34.5 Pts+Rebs+Ast,Rotowire Sleeper,New York Knicks,J.Brunson,Y,35.0,Toronto Raptors,0.0,0.5217391304347826,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5
J.Poeltl o27.5 Pts+Rebs+Ast,Rotowire Prizepicks,Toronto Raptors,J.Poeltl,N,26.0,New York Knicks,1.0,0.6521739130434783,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5
M.McBride o1.5 3pt M,JoeDellera,New York Knicks,M.McBride,Y,2.0,Toronto Raptors,0.0,0.7222222222222222,1,0.8,1,0.6,1,-140.0,1.0,1.7142857142857144,0.7142857142857144
