Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
D.Bane u35.5 Pts+Rebs+Ast,PropBetGuy,-115,1.15,D.Bane,Memphis Grizzlies,New Orleans Pelicans,0,2.1499999999999995,0.9999999999999996,0.5185185185185185,1,0.4,0,0.4,0,N
T.Haliburton u40.5 Pts+Rebs+Ast,PropBetGuy,110,1.0,T.Haliburton,Indiana Pacers,Houston Rockets,0,2.1,1.1,0.5384615384615384,1,0.8,1,0.7,1,N
J.Williams u25.5 Pts+Rebs+Ast,PropBetGuy,-120,1.2,J.Williams,Oklahoma City Thunder,Minnesota Timberwolves,1,2.2,1.0000000000000002,0.7608695652173914,1,0.8,1,0.8,1,Y
C.White o6.5 Ast,kylemurray03,124,1.0,C.White,Chicago Bulls,Atlanta Hawks,1,2.24,1.2400000000000002,0.2580645161290322,0,0.4,0,0.4,0,N
D.Sharpe o0.5 Blk,kylemurray03,-130,1.0,D.Sharpe,Brooklyn Nets,Detroit Pistons,0,1.7692307692307692,0.7692307692307692,0.5862068965517241,1,0.6,1,0.7,1,Y
N.Claxton o2.5 Blk,cowhitchurch,135,0.5,N.Claxton,Brooklyn Nets,Detroit Pistons,0,1.175,0.675,0.55,1,0.8,1,0.5,0,Y
N.Claxton o2.5 Blk,PropBetGuy,133,1.0,N.Claxton,Brooklyn Nets,Detroit Pistons,0,2.33,1.33,0.55,1,0.8,1,0.5,0,Y
V.Wembanyama o2.5 Blk,kylemurray03,-110,1.0,V.Wembanyama,San Antonio Spurs,Utah Jazz,1,1.9090909090909087,0.9090909090909092,0.52,1,0.8,1,0.7,1,Y
K.Murray u6.5 Rebs,SBK5065,-130,1.0,K.Murray,Sacramento Kings,Portland Trail Blazers,0,1.7692307692307692,0.7692307692307692,0.625,1,0.6,1,0.7,1,Y
C.Thomas o25.5 Pts+Ast,kylemurray03,-120,1.0,C.Thomas,Brooklyn Nets,Detroit Pistons,0,1.8333333333333333,0.8333333333333335,0.45,0,0.4,0,0.3,0,N
T.Young o39.5 Pts+Ast,the_degenerates,-115,1.15,T.Young,Atlanta Hawks,Chicago Bulls,0,2.1499999999999995,0.9999999999999996,0.4814814814814814,0,1.0,1,0.8,1,N
T.Murphy o16.5 Pts+Rebs,kylemurray03,-119,1.0,T.Murphy,New Orleans Pelicans,Memphis Grizzlies,1,1.8403361344537816,0.8403361344537816,0.8,1,0.8,1,0.8,1,Y
J.Smith u17.5 Pts,SBK5065,-120,1.0,J.Smith,Indiana Pacers,Houston Rockets,0,1.8333333333333333,0.8333333333333335,1.0,1,1.0,1,1.0,1,Y
