Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
N.Vucevic o29.5 Pts+Rebs,JoeDellera,-122,0.82,N.Vucevic,Chicago Bulls,Los Angeles Clippers,0.0,1.4921311475409835,0.6721311475409836,0.5,0,0.6,1,0.7,1,Y
D.Schroder o6.5 Ast,GDAWG5000,-115,0.57,D.Schroder,Brooklyn Nets,Charlotte Hornets,0.0,1.0656521739130431,0.4956521739130434,0.5,0,1.0,1,0.5,0,Y
D.Schroder o6.5 Ast,TheBMatt,-115,1.15,D.Schroder,Brooklyn Nets,Charlotte Hornets,0.0,2.1499999999999995,0.9999999999999996,0.5,0,1.0,1,0.5,0,Y
K.Johnson u25.5 Pts+Rebs+Ast,gneiffer07,-115,1.15,K.Johnson,San Antonio Spurs,Golden State Warriors,0.0,2.1499999999999995,0.9999999999999996,0.5932203389830508,1,0.4,0,0.7,1,N
A.Caruso o14.5 Pts+Rebs+Ast,gneiffer07,-115,1.0,A.Caruso,Chicago Bulls,Los Angeles Clippers,0.0,1.869565217391304,0.8695652173913042,0.6481481481481481,1,0.4,0,0.7,1,Y
C.Cunningham o22.5 Pts,gneiffer07,-118,1.18,C.Cunningham,Detroit Pistons,Dallas Mavericks,1.0,2.18,0.9999999999999998,0.5,0,0.6,1,0.6,1,Y
K.Leonard o24.5 Pts,the_degenerates,-108,1.08,K.Leonard,Los Angeles Clippers,Chicago Bulls,1.0,2.08,1.0,0.5,0,0.8,1,0.4,0,N
B.Podziemski o11.5 Pts,charliedisturco,-115,0.58,B.Podziemski,Golden State Warriors,San Antonio Spurs,1.0,1.0843478260869563,0.5043478260869564,0.3333333333333333,0,0.0,0,0.3,0,N
B.Podziemski o11.5 Pts,JoeDellera,-115,1.0,B.Podziemski,Golden State Warriors,San Antonio Spurs,1.0,1.869565217391304,0.8695652173913042,0.3333333333333333,0,0.0,0,0.3,0,N
K.Johnson o17.5 Pts,GDAWG5000,-115,0.57,K.Johnson,San Antonio Spurs,Golden State Warriors,0.0,1.0656521739130431,0.4956521739130434,0.4406779661016949,0,0.6,1,0.4,0,Y
K.Johnson o17.5 Pts,TheBMatt,-115,1.15,K.Johnson,San Antonio Spurs,Golden State Warriors,0.0,2.1499999999999995,0.9999999999999996,0.4406779661016949,0,0.6,1,0.4,0,Y
D.Schroder u16.5 Pts,SBK5065,-115,1.0,D.Schroder,Brooklyn Nets,Charlotte Hornets,0.0,1.869565217391304,0.8695652173913042,0.6666666666666666,1,0.4,0,0.6,1,Y
D.Schroder u16.5 Pts,PropBomb,-115,1.15,D.Schroder,Brooklyn Nets,Charlotte Hornets,0.0,2.1499999999999995,0.9999999999999996,0.6666666666666666,1,0.4,0,0.6,1,Y
C.White u20.5 Pts,gneiffer07,-112,1.0,C.White,Chicago Bulls,Los Angeles Clippers,0.0,1.8928571428571428,0.8928571428571428,0.5873015873015873,1,0.4,0,0.6,1,Y
I.Quickley o13.5 Rebs+Ast,JoeDellera,-130,1.0,I.Quickley,Toronto Raptors,Portland Trail Blazers,0.0,1.7692307692307692,0.7692307692307692,0.3214285714285714,0,1.0,1,0.5,0,N
I.Quickley o13.5 Rebs+Ast,GDAWG5000,-115,0.57,I.Quickley,Toronto Raptors,Portland Trail Blazers,0.0,1.0656521739130431,0.4956521739130434,0.3214285714285714,0,1.0,1,0.5,0,N
I.Quickley o13.5 Rebs+Ast,TheBMatt,-115,1.15,I.Quickley,Toronto Raptors,Portland Trail Blazers,0.0,2.1499999999999995,0.9999999999999996,0.3214285714285714,0,1.0,1,0.5,0,N
