Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
J.Morant o27.5 Pts+Ast,JoeDellera,Memphis Grizzlies,Indiana Pacers,1.0,0.6,1,0.8,1,0.6,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,J.Morant
D.Mitchell o25.5 Pts,RoyalsProps,Toronto Raptors,Miami Heat,1.0,0.0,0,0.0,0,0.0,0,-105.0,1.05,2.05,0.9999999999999998,D.Mitchell
J.Tatum o8.5 Rebs,JoeDellera,Boston Celtics,Cleveland Cavaliers,0.0,0.5263157894736842,1,0.8,1,0.8,1,-135.0,1.0,1.7407407407407407,0.7407407407407407,J.Tatum
K.Towns o25.5 Pts,RoyalsProps,New York Knicks,New Orleans Pelicans,1.0,0.4444444444444444,0,0.4,0,0.5,0,-115.0,1.15,2.1499999999999995,0.9999999999999996,K.Towns
T.Eason o5.5 Rebs,JoeDellera,Houston Rockets,Oklahoma City Thunder,1.0,0.55,1,0.6,1,0.8,1,-130.0,1.0,1.7692307692307692,0.7692307692307692,T.Eason
C.Paul o11.5 Pts+Rebs,Rotowire Sleeper,San Antonio Spurs,Sacramento Kings,0.0,0.7368421052631579,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,C.Paul
O.Agbaji o8.5 Pts,Rotowire Sleeper,Toronto Raptors,Miami Heat,1.0,0.75,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,O.Agbaji
E.Mobley o28.5 Pts+Rebs+Ast,Rotowire Prizepicks,Cleveland Cavaliers,Boston Celtics,1.0,0.5789473684210527,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,E.Mobley
D.Murray o4.5 Rebs,Rotowire Prizepicks,New Orleans Pelicans,New York Knicks,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,100.0,1.5,3.0,1.5,D.Murray
C.Braun o13.5 Pts,Rotowire Prizepicks,Denver Nuggets,Los Angeles Clippers,0.0,0.8235294117647058,1,1.0,1,0.9,1,100.0,1.5,3.0,1.5,C.Braun
J.Allen o21.5 Pts+Rebs,Rotowire Prizepicks,Cleveland Cavaliers,Boston Celtics,1.0,0.7,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,J.Allen
J.Jackson o26.5 Pts+Rebs,the_degenerates,Memphis Grizzlies,Indiana Pacers,1.0,0.6111111111111112,1,0.8,1,0.8,1,-111.0,1.11,2.1100000000000003,1.0000000000000002,J.Jackson
J.Tatum o36.5 Pts+Rebs,the_degenerates,Boston Celtics,Cleveland Cavaliers,0.0,0.4736842105263157,0,0.4,0,0.5,0,-113.0,1.13,2.13,1.0,J.Tatum
S.Gilgeous-Alexander o30.5 Pts,the_degenerates,Oklahoma City Thunder,Houston Rockets,0.0,0.3684210526315789,0,0.8,1,0.6,1,-105.0,1.05,2.05,0.9999999999999998,S.Gilgeous-Alexander
C.Paul o15.5 Pts+Ast,Rotowire Sleeper,San Antonio Spurs,Sacramento Kings,0.0,0.631578947368421,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,C.Paul
S.Pippen o5.5 Pts,Rotowire Sleeper,Memphis Grizzlies,Indiana Pacers,1.0,0.8,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,S.Pippen
