Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
D.Sabonis o5.5 Ast,TheBMatt,Sacramento Kings,Los Angeles Lakers,1.0,0.5769230769230769,1,0.6,1,0.6,1,-120.0,1.2,2.2,1.0000000000000002,D.Sabonis
M.Bridges o16.5 Pts,therocketplays_duplicate,New York Knicks,New Orleans Pelicans,0.0,0.5925925925925926,1,1.0,1,0.9,1,-120.0,1.2,2.2,1.0000000000000002,M.Bridges
K.Irving o6.5 Ast,TopShelfAction,Dallas Mavericks,Los Angeles Clippers,1.0,0.2083333333333333,0,0.2,0,0.2,0,-120.0,0.5,0.9166666666666669,0.4166666666666667,K.Irving
A.Sarr o17.5 Pts+Rebs,Rotowire Sleeper,Washington Wizards,Milwaukee Bucks,0.0,0.5217391304347826,1,1.0,1,0.8,1,100.0,1.5,3.0,1.5,A.Sarr
A.Coffey o11.5 Pts+Rebs+Ast,Rotowire Sleeper,Los Angeles Clippers,Dallas Mavericks,0.0,0.5925925925925926,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,A.Coffey
O.Anunoby o6.5 Rebs+Ast,Rotowire Prizepicks,New York Knicks,New Orleans Pelicans,0.0,0.6296296296296297,1,0.6,1,0.5,0,100.0,1.5,3.0,1.5,O.Anunoby
J.Ivey o6.5 Rebs+Ast,Rotowire Prizepicks,Detroit Pistons,Phoenix Suns,0.0,0.76,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,J.Ivey
N.Powell o26.5 Pts+Rebs+Ast,Rotowire Sleeper,Los Angeles Clippers,Dallas Mavericks,0.0,0.6190476190476191,1,0.6,1,0.4,0,100.0,1.5,3.0,1.5,N.Powell
J.Randle o3.5 Ast,MillyProps,Minnesota Timberwolves,Golden State Warriors,1.0,0.5769230769230769,1,0.4,0,0.5,0,-120.0,1.0,1.8333333333333333,0.8333333333333335,J.Randle
Y.Missi o18.5 Pts+Rebs,Rotowire Prizepicks,New Orleans Pelicans,New York Knicks,1.0,0.4444444444444444,0,0.6,1,0.7,1,100.0,1.5,3.0,1.5,Y.Missi
K.Durant o29.5 Pts,JoeDellera,Phoenix Suns,Detroit Pistons,1.0,0.5,0,0.4,0,0.5,0,-105.0,1.0,1.9523809523809523,0.9523809523809524,K.Durant
J.Brunson o7.5 Ast,JoeDellera,New York Knicks,New Orleans Pelicans,0.0,0.5185185185185185,1,0.6,1,0.4,0,-105.0,1.0,1.9523809523809523,0.9523809523809524,J.Brunson
B.Coulibaly u13.5 Pts,TopShelfAction,Washington Wizards,Milwaukee Bucks,0.0,0.5416666666666666,1,0.2,0,0.6,1,-110.0,0.5,0.9545454545454546,0.4545454545454546,B.Coulibaly
D.Wade o5.5 Rebs,TopShelfAction,Cleveland Cavaliers,Philadelphia 76ers,1.0,0.35,0,0.6,1,0.5,0,145.0,0.5,1.225,0.7250000000000001,D.Wade
E.Mobley o18.5 Pts+Ast,Rotowire Sleeper,Cleveland Cavaliers,Philadelphia 76ers,1.0,0.6153846153846154,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,E.Mobley
C.Sexton u3.5 Ast,TopShelfAction,Utah Jazz,Brooklyn Nets,0.0,0.5769230769230769,1,0.6,1,0.4,0,124.0,0.5,1.12,0.6200000000000001,C.Sexton
J.Suggs o3.5 3pt M,TopShelfAction,Orlando Magic,Miami Heat,1.0,0.25,0,0.4,0,0.4,0,165.0,0.5,1.325,0.825,J.Suggs
T.Harris o17.5 Pts+Rebs,Rotowire Sleeper,Detroit Pistons,Phoenix Suns,0.0,0.6923076923076923,1,0.6,1,0.5,0,100.0,1.5,3.0,1.5,T.Harris
J.Harden u3.5 3pt M,TopShelfAction,Los Angeles Clippers,Dallas Mavericks,0.0,0.8518518518518519,1,0.8,1,0.7,1,-166.0,0.5,0.8012048192771084,0.3012048192771084,J.Harden
B.Simmons o22.5 Pts+Rebs+Ast,TopShelfAction,Brooklyn Nets,Utah Jazz,1.0,0.2857142857142857,0,0.4,0,0.3,0,-115.0,0.5,0.934782608695652,0.4347826086956521,B.Simmons
S.Dinwiddie o3.5 Ast,TopShelfAction,Dallas Mavericks,Los Angeles Clippers,1.0,0.48,0,0.6,1,0.8,1,-109.0,0.5,0.9587155963302753,0.4587155963302752,S.Dinwiddie
