Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
I.Hartenstein o28.5 Pts+Rebs+Ast,Rotowire Sleeper,Oklahoma City Thunder,Indiana Pacers,0.0,0.6923076923076923,1,0.6,1,0.6,1,100,1.5,3.0,1.5,I.Hartenstein
C.Capela o10.5 Pts,therocketplays,Atlanta Hawks,Chicago Bulls,1.0,0.3666666666666666,0,0.2,0,0.1,0,-120,1.2,2.2,1.0000000000000002,C.Capela
D.Ayton o14.5 Pts,TopShelfAction,Portland Trail Blazers,Utah Jazz,1.0,0.55,1,0.4,0,0.6,1,110,0.4,0.8400000000000001,0.44,D.Ayton
A.Dosunmu u5.5 Ast,TopShelfAction,Chicago Bulls,Atlanta Hawks,0.0,0.7333333333333333,1,0.6,1,0.6,1,-105,0.6,1.1714285714285713,0.5714285714285713,A.Dosunmu
B.Adebayo u4.5 Ast,TopShelfAction,Miami Heat,Orlando Magic,0.0,0.4444444444444444,0,0.6,1,0.3,0,120,0.3,0.66,0.36,B.Adebayo
J.Morant o7.5 Ast,TopShelfAction,Memphis Grizzlies,Toronto Raptors,1.0,0.5555555555555556,1,0.4,0,0.4,0,105,0.3,0.6149999999999999,0.3149999999999999,J.Morant
S.Barnes o26.5 Pts+Rebs,Rotowire Sleeper,Toronto Raptors,Memphis Grizzlies,0.0,0.5882352941176471,1,0.4,0,0.6,1,100,1.5,3.0,1.5,S.Barnes
S.Gilgeous-Alexander o5.5 Ast,TopShelfAction,Oklahoma City Thunder,Indiana Pacers,0.0,0.5,0,0.4,0,0.4,0,115,1.6,3.44,1.84,S.Gilgeous-Alexander
T.Haliburton u8.5 Ast,PvB_Bets,Indiana Pacers,Oklahoma City Thunder,1.0,0.4666666666666667,0,0.2,0,0.6,1,105,1.0,2.05,1.0499999999999998,T.Haliburton
D.Sabonis o5.5 Ast,TopShelfAction,Sacramento Kings,Detroit Pistons,1.0,0.5357142857142857,1,0.4,0,0.5,0,110,1.1,2.3100000000000005,1.2100000000000004,D.Sabonis
T.Young o11.5 Ast,the_degenerates,Atlanta Hawks,Chicago Bulls,1.0,0.5,0,0.2,0,0.3,0,-115,1.15,2.1499999999999995,0.9999999999999996,T.Young
J.Morant o34.5 Pts+Rebs+Ast,RoyalsProps,Memphis Grizzlies,Toronto Raptors,1.0,0.5,0,0.4,0,0.5,0,-120,1.2,2.2,1.0000000000000002,J.Morant
K.Murray o20.5 Pts+Rebs+Ast,RoyalsProps_duplicate,Sacramento Kings,Detroit Pistons,1.0,0.5172413793103449,1,0.2,0,0.4,0,-120,1.2,2.2,1.0000000000000002,K.Murray
M.Turner u14.5 Pts,TopShelfAction,Indiana Pacers,Oklahoma City Thunder,1.0,0.5357142857142857,1,0.4,0,0.5,0,100,0.7,1.4,0.7,M.Turner
J.Williams u23.5 Pts,TopShelfAction_duplicate,Oklahoma City Thunder,Indiana Pacers,0.0,0.6206896551724138,1,0.8,1,0.7,1,-105,1.0,1.9523809523809523,0.9523809523809524,J.Williams
J.Williams u23.5 Pts,TopShelfAction_duplicate,Houston Rockets,New Orleans Pelicans,0.0,1.0,1,1.0,1,1.0,1,-105,1.0,1.9523809523809523,0.9523809523809524,J.Williams
S.Gilgeous-Alexander u32.5 Pts,TopShelfAction,Oklahoma City Thunder,Indiana Pacers,0.0,0.6785714285714286,1,0.4,0,0.6,1,-115,0.7,1.3086956521739128,0.6086956521739129,S.Gilgeous-Alexander
T.Haliburton u17.5 Pts,TopShelfAction,Indiana Pacers,Oklahoma City Thunder,1.0,0.5333333333333333,1,0.6,1,0.6,1,-115,1.3,2.430434782608696,1.1304347826086956,T.Haliburton
P.Siakam u20.5 Pts,TopShelfAction,Indiana Pacers,Oklahoma City Thunder,1.0,0.4666666666666667,0,0.4,0,0.6,1,-105,1.4,2.733333333333333,1.333333333333333,P.Siakam
